time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	ultrasonic_alt	baro_alt	flight_mode
25509	2146	6478	457	-0.1159927	-6.60128	-35.49442	0	11.23	4002	71	-90	14	1.511841	1.13804	3
25560	3692	2486	829	-3.338797	-6.202657	-35.40618	0	11.23	4003	-77	52	5	1.512332	1.150783	3
25642	1282	5209	1085	-2.578654	-10.14082	-35.68066	0	11.23	4003	105	18	30	1.513528	1.206388	3
25773	1410	208	-1035	-3.771006	-10.76987	-35.50607	0	11.74	4003	20	-100	5	1.514635	1.262879	3
25907	1704	6719	-129	-3.377024	-12.77138	-34.87576	0	11.74	4002	5	-11	-12	1.515207	1.289771	3
25994	972	5102	-565	-2.228667	-15.86448	-34.34824	0	11.74	4004	5	-9	-8	1.515624	1.317017	3
26099	470	4585	-281	-4.245424	-15.98615	-34.17698	0	11.74	4002	94	-25	-19	1.515928	1.348209	3
26255	-438	2129	253	-1.095656	-14.79831	-34.43054	0	11.74	4003	34	-50	-16	1.516263	1.380528	3
26366	201	-3129	-1041	0.5359154	-8.24667	-34.08778	0	11.74	4002	-12	109	-34	1.516429	1.405431	3
26428	2587	-1176	-685	1.605637	-2.95468	-33.83258	0	11.74	4003	-112	91	-41	1.516489	1.416662	3
26625	313	-3404	304	0.399756	6.091573	-34.71702	0	11.06	4004	-24	19	2	1.516594	1.421545	3
26712	546	-1112	-1230	-2.447019	4.804021	-35.43394	0	11.06	4003	-16	-86	-8	1.516635	1.399509	3
26786	-603	-334	-43	-1.493241	0.8669253	-35.33049	0	11.06	4004	48	-36	2	1.516665	1.374879	3
26859	153	-980	-908	-1.824549	-0.3329396	-34.4306	0	11.06	4002	32	-96	-31	1.516681	1.339274	3
27035	-935	-1346	857	-3.00727	-1.629466	-34.45189	0	11.06	4003	19	-51	-6	1.516711	1.194662	3
27154	-741	-3353	17	-3.554305	-1.211901	-34.80904	0	11.06	4003	-25	-158	-23	1.516723	1.085564	3
27197	-1676	628	1840	-3.544489	-1.114291	-35.01816	0	11.06	4002	-33	78	-2	1.516727	1.029858	3
27292	-1567	591	1208	-7.16119	-6.173766	-35.11541	0	11.06	4004	-132	154	-19	1.516732	0.9604594	3
27454	-602	891	294	-2.007216	-4.281566	-35.26315	0	11.06	4003	-37	47	9	1.516737	0.8749506	3
27508	-775	787	1529	1.221143	-3.561625	-35.2374	0	11.06	4002	27	0	-28	1.516739	0.8286224	3
27698	-2211	-2217	-1186	0.1129712	-5.140678	-34.40277	0	11.06	4002	-160	284	-5	1.516742	0.7313565	3
27756	-3110	-3824	-403	-0.5810265	-0.5617925	-34.20465	0	11.06	4004	138	79	-8	1.516742	0.6896884	3
27814	-1076	2117	215	-1.174963	-0.4248907	-34.28117	0	11.06	4004	57	-35	-42	1.516743	0.6485783	3
27889	2559	2435	373	-3.353166	-5.475781	-34.523	0	11.06	4003	-52	121	-38	1.516744	0.6137959	3
28000	-680	-928	282	0.9049241	-0.2454644	-34.15882	0	11.06	4002	-14	102	-25	1.516744	0.5798515	3
28094	1717	2642	1605	1.041189	-2.876405	-34.03547	0	11.06	4003	-46	-158	-63	1.516745	0.5609955	3
28258	-402	-2509	-683	0.6078924	-4.750336	-33.45154	0	11.06	4002	25	-74	-49	1.516745	0.5533137	3
28405	2841	1560	913	5.063708	-4.448686	-34.0973	0	11	4004	-64	2	4	1.516745	0.582196	3
28595	925	1439	595	0.8571144	-5.508079	-34.83176	0	11	4003	-35	30	9	1.516745	0.6340215	3
28666	-1632	-3202	636	-0.3323486	-4.142545	-34.9877	0	11	4003	20	-135	19	1.516745	0.6651966	3
28782	793	4104	935	-4.089662	-5.717975	-35.22095	0	11	4002	51	-162	10	1.516745	0.7014568	3
28828	672	621	-1587	-5.69446	-7.606972	-34.99528	0	11	4004	66	-169	-11	1.516745	0.7183937	3
28896	1176	-461	383	-3.237614	-7.964762	-34.58799	0	11	4003	-13	69	-18	1.516745	0.7432995	3
28977	719	1192	1380	-2.675002	-9.579994	-34.47878	0	11	4002	-47	188	-12	1.516745	0.7899805	3
29088	-1610	-579	-273	-2.717655	-8.785706	-34.1496	0	11	4003	6	-21	-32	1.516745	0.845566	3
29222	1212	4598	-1322	-4.339509	-10.05821	-34.65026	0	11	4003	-152	236	8	1.516745	0.9092577	3
29374	-1280	185	-244	-2.916083	-13.53895	-34.07561	0	11.4	4004	-22	-35	-23	1.516745	1.001963	3
29393	-483	1040	-66	-4.248665	-11.034	-33.85168	0	11.4	4003	-22	-35	-23	1.516745	1.01725	3
29491	-801	3161	301	-4.955598	-15.05795	-34.54732	0	11.4	4003	-109	52	-19	1.516745	1.088157	3
29688	-998	4548	-286	-7.990609	-13.05092	-35.01368	0	11.4	4002	-15	10	0	1.516745	1.194221	3
29741	-2384	3909	442	-8.670795	-13.18769	-35.02568	0	11.4	4003	-7	-15	3	1.516745	1.22245	3
29889	-229	2697	-395	-7.689621	-14.53215	-34.40938	0	11.4	4002	-33	31	-26	1.516745	1.292838	3
30034	765	-504	-483	-6.650668	-12.16772	-34.0796	0	11.4	4003	-53	36	-28	1.516745	1.417416	3
30149	927	-3533	391	-4.739055	-8.553642	-34.32606	0	11.4	4002	-38	-43	-23	1.516745	1.471217	3
30198	1296	-3559	336	-3.961215	-5.898972	-34.36691	0	11.4	4003	-13	-58	-11	1.516745	1.510755	3
30282	-952	-1583	542	-4.116213	-4.667927	-35.29249	0	11.23	4002	40	-32	10	1.516745	1.547413	3
30444	1140	-3542	240	-4.222677	0.5163271	-35.10366	0	11.23	4002	-33	-20	2	1.516745	1.614322	3
30472	667	-4307	113	-5.095606	0.6455693	-34.97252	0	11.23	4002	-48	20	-3	1.516745	1.621922	3
30586	-169	-5757	-118	-3.199551	4.831353	-34.61446	0	11.23	4004	69	-135	-2	1.516745	1.653576	3
30692	2783	-2884	-1751	-4.519263	4.422385	-34.46072	0	11.23	4004	-44	-102	-6	1.516745	1.697001	3
30851	1441	-4620	835	-4.739024	3.388673	-34.66413	0	11.23	4002	17	-145	2	1.516745	1.73551	3
30968	-213	-78	-321	-4.441925	0.2693624	-34.9654	0	11.23	4002	-56	27	-9	1.516745	1.741187	3
31009	-467	-2055	-875	-3.069969	-0.2392785	-34.80979	0	11.23	4003	15	-154	-20	1.516745	1.741343	3
31165	-1656	1550	148	-4.196222	-8.729568	-34.06231	0	10.6	4003	5	0	-22	1.516745	1.723741	3
31233	-1033	939	-1103	-6.025799	-7.32208	-33.95337	0	10.6	4003	55	-99	-38	1.516745	1.703926	3
31334	-539	2904	556	-6.504383	-14.49009	-34.96278	0	10.6	4004	19	-28	7	1.516745	1.641662	3
31441	1325	233	1061	-8.096848	-9.164742	-35.28381	0	10.6	4002	60	-166	-2	1.516745	1.585587	3
31515	1567	-1426	-1035	-5.564663	-9.750493	-34.90424	0	10.6	4004	33	-73	-2	1.516745	1.49844	3
31612	-577	-3532	-982	-5.38853	-7.664644	-35.03423	0	10.6	4002	11	-247	-2	1.516745	1.311224	3
31680	-309	861	143	-4.942444	-7.49716	-35.33152	0	10.6	4002	-16	70	5	1.516745	1.24886	3
31865	-2296	1072	348	-3.301959	-6.565425	-34.99747	0	10.6	4004	111	-16	-15	1.516745	1.008739	3
32044	-4518	-2724	-1494	-7.479475	-9.24993	-34.60333	0	10.89	4003	69	-110	7	1.516745	0.8699504	3
32141	-2235	464	-461	-7.601832	-11.71922	-34.83191	0	10.89	4003	180	-339	11	1.516745	0.7784197	3
32220	4001	2456	804	-4.929023	-10.57139	-34.04889	0	10.89	4002	-47	-189	-60	1.516745	0.7103611	3
32295	-537	1458	937	-2.987904	-10.10007	-34.39606	0	10.89	4003	52	-30	0	1.516745	0.6620195	3
32365	335	-597	446	-4.856443	-9.457253	-34.85368	0	10.89	4004	-94	99	7	1.516745	0.6063206	3
32419	2566	-3023	1117	-2.65122	-9.072069	-34.92846	0	10.89	4004	-36	-25	25	1.516745	0.5946873	3
32633	-12	-3750	1795	-2.009619	-3.401901	-34.71525	0	10.89	4004	-23	116	25	1.516745	0.5130882	3
32732	702	-2713	-601	-4.415558	-5.675985	-34.73719	0	10.89	4003	72	-160	-13	1.516745	0.4567776	3
32912	719	-425	1384	-4.7978	-6.241811	-34.23134	0	11.51	4004	-131	83	-24	1.516745	0.4014281	3
33032	-60	-2500	686	-3.125808	-6.480747	-34.80841	0	11.51	4004	18	-95	-5	1.516745	0.3591974	3
33113	2151	-424	-1165	-0.8992227	-6.016026	-35.47606	0	11.51	4002	-61	42	-8	1.516745	0.3274161	3
33161	128	393	425	-1.313284	-8.1584	-35.94312	0	11.51	4004	19	16	26	1.516745	0.3068449	3
33346	169	-1367	-387	-5.706313	-7.749397	-33.85349	0	11.51	4004	64	-41	-25	1.516745	0.2711132	3
33480	-1228	-1401	128	-2.684625	-4.012054	-33.88913	0	11.51	4004	40	-59	-30	1.516745	0.2315346	3
33605	-730	1271	-448	-2.597116	-5.680981	-34.15526	0	11.51	4002	-61	-1	-23	1.516745	0.1996136	3
33676	-3495	-1298	-1286	-5.792251	-4.658518	-33.62077	0	11.51	4002	-15	-31	-69	1.516745	0.178111	3
33808	-2447	2702	-576	-3.150029	-7.705547	-32.61504	0	11.34	4003	-43	78	-71	1.516745	0.1347034	3
33851	642	1623	-1498	-2.408522	-8.843946	-32.60485	0	11.34	4003	104	-172	-58	1.516745	0.1141037	3
34007	-2240	1355	-190	-1.597689	-12.06457	-34.07699	0	11.34	4002	35	-14	-26	1.516745	0.05337956	3
34109	272	2450	-1545	-2.397715	-11.13519	-34.04264	0	11.34	4002	15	1	-43	1.516745	0.02100527	3
34195	-30	1083	-2552	-1.206003	-10.55837	-33.49327	0	11.34	4002	-7	-63	-44	1.516745	0.006787851	3
34302	-853	2219	-629	-1.838435	-6.872966	-34.39769	0	11.34	4004	-4	-7	-28	1.516745	-0.01407416	3
34459	-749	-515	210	-2.892934	-8.41994	-34.9161	0	11.34	4003	11	-70	0	1.516745	-0.02437869	3
34518	63	206	-743	-3.059678	-5.636079	-34.79874	0	11.34	4003	-33	-1	-7	1.516745	-0.02328785	3
34582	1014	439	652	-2.537283	-4.430784	-34.88391	0	11.34	4005	10	-38	12	1.516745	-0.02133338	3
34695	636	-1046	-1025	-3.295686	-1.167564	-34.82454	0	10.89	4002	0	-30	-19	1.516745	-0.01257854	3
34851	507	-1220	-58	-3.377301	-1.136495	-35.02576	0	10.89	4003	24	-55	-1	1.516745	0.00921685	3
35006	432	-1485	124	-4.318975	-1.85226	-35.02625	0	10.89	4003	-10	-84	4	1.516745	0.03289737	3
35145	1286	471	-629	-1.890009	-4.485549	-34.9152	0	10.89	4003	-1	-52	-2	1.516745	0.05494395	3
35273	1044	-1687	202	-2.56987	-5.237182	-34.35746	0	10.89	4003	12	-110	-20	1.516745	0.08505285	3
35362	400	521	112	-0.7583774	-3.750744	-34.36429	0	10.89	4003	-30	-4	-19	1.516745	0.1044946	3
35432	1042	-837	499	-2.569854	-4.077183	-34.44642	0	10.89	4003	51	-81	-13	1.516745	0.1111006	3
35465	39	-1360	1054	-2.414351	-3.5918	-34.62173	0	10.89	4002	-29	-29	-3	1.516745	0.1120389	3
35596	-634	-4008	-4102	-4.328653	-5.841859	-34.55996	0	11	4003	76	-97	-36	1.516745	0.1131514	3
35744	-4652	-1217	355	-1.295491	-3.622753	-32.93188	0	11	4002	111	-94	-55	1.516745	0.1152339	3
35801	-4292	-1015	73	-5.137381	-1.906676	-32.46784	0	11	4004	-34	122	-60	1.516745	0.1150145	3
35915	-2050	1404	-381	-2.180537	-4.812818	-32.38198	0	11	4002	53	-15	-56	1.516745	0.1116826	3
35938	-2050	1404	-381	-2.887381	-5.743004	-32.49712	0	11	4002	-40	37	-58	1.516745	0.1116826	3
36074	1304	-539	-30	-0.1272832	-4.031613	-33.63791	0	11	4002	19	-116	-3	1.516745	0.09446997	3
36167	-601	-1542	834	1.891369	-3.939051	-34.90591	0	11	4004	-12	6	0	1.516745	0.08482191	3
36264	1779	-1750	-1541	-0.07121284	-3.405487	-34.6298	0	11	4004	-62	112	2	1.516745	0.08184313	3
36349	2009	1917	52	2.205752	-6.381781	-34.6347	0	11	4004	-106	103	-5	1.516745	0.08012068	3
36450	-756	-2114	294	0.910605	-2.751277	-35.55554	0	11	4003	-61	60	24	1.516745	0.08639593	3
36579	106	-574	249	-1.306755	-3.327391	-35.32299	0	10.89	4002	138	-104	14	1.516745	0.1130828	3
36654	2566	533	356	-3.023675	-2.05467	-34.92884	0	10.89	4002	-110	167	-6	1.516745	0.1215353	3
36770	2516	-112	421	-1.464397	-5.76742	-35.17893	0	10.89	4003	17	-62	5	1.516745	0.1324	3
36857	2297	3262	359	-1.115954	-5.326344	-34.93247	0	10.89	4003	-18	13	-33	1.516745	0.1341009	3
37046	-1555	620	-508	-3.016344	-6.934307	-34.70123	0	10.89	4004	-22	-71	-6	1.516745	0.139969	3
37138	-975	3116	297	-3.370774	-8.467438	-34.5801	0	10.89	4003	-6	-12	-1	1.516745	0.1309094	3
37184	-3566	1594	-393	-5.946531	-9.731737	-34.66724	0	10.89	4003	10	-27	-16	1.516745	0.1252409	3
37293	2915	1934	-298	-4.95074	-7.015334	-34.1483	0	10.89	4002	-81	-34	-24	1.516745	0.1068292	3
37344	289	3013	577	-3.507534	-8.098764	-34.30659	0	10.89	4004	-10	-8	-18	1.516745	0.1025348	3
37491	1735	1433	105	-2.19434	-6.991445	-34.97738	0	11.4	4002	-44	-76	-3	1.516745	0.07155292	3
37547	-9257	-8506	-917	-1.287388	-6.711968	-35.0044	0	11.4	4003	400	-400	35	1.516745	0.06323897	3
37702	-2816	5193	1618	-1.044115	-15.02534	-39.07953	0	11.4	4004	0	0	0	1.516745	0.03058546	3
37798	-6139	2046	1879	-7.636395	-15.9953	-41.198	0	11.4	4004	0	0	0	1.516745	0.008145808	3
37867	-2518	-17519	1764	-7.83617	-10.57522	-44.4327	0	11.4	4003	0	0	0	1.516745	-0.002539804	3
37948	-293	-1368	2186	-3.640072	3.436855	-46.27382	0	11.4	4004	0	0	0	1.516745	-0.02717618	3
38043	-330	92	-355	0.1386216	7.702523	-47.54714	0	11.4	4004	0	0	0	1.516745	-0.05211476	3
38160	119	-477	57	-0.2641247	3.306834	-47.68943	0	11.4	4002	0	0	0	1.516745	-0.06583219	3
38225	150	-475	-233	0.08206511	2.913984	-47.70601	0	11.4	4003	0	0	0	1.516745	-0.07372448	3
38358	-342	154	47	0.04462563	1.689885	-47.79343	0	11.91	4004	0	0	0	1.516745	-0.08935069	3
38466	76	-401	-57	-0.1266289	1.037119	-47.81263	0	11.91	4002	0	0	0	1.516745	-0.1030152	3
38552	-13	-323	-137	0.3381666	1.105873	-47.82376	0	11.91	4004	0	0	0	1.516745	-0.1266129	3
38636	-183	-110	20	0.2417325	0.8608928	-47.87237	0	11.91	4004	0	0	0	1.516745	-0.1420557	1
38756	-178	-86	-46	0.045557	0.5244135	-47.91914	0	11.91	4004	0	0	0	1.516745	-0.1680755	1
38842	-98	-221	74	-0.03014078	0.2292795	-47.98089	0	11.91	4002	0	0	0	1.516745	-0.1827563	1
39004	-155	-115	50	0.08481213	0.2558037	-48.03316	0	11.91	4004	0	0	0	1.516745	-0.2098665	1
39062	-158	-97	46	0.05363648	0.2610505	-48.05945	0	11.91	4002	0	0	0	1.516745	-0.2188885	1
39148	-184	-85	42	0.01810184	0.2237247	-48.08592	0	11.91	4004	0	0	0	1.516745	-0.2322674	1
39226	-98	-172	-18	-0.07915019	0.1510194	-48.1182	0	11.97	4002	0	0	0	1.516745	-0.2476212	1
39443	-165	-72	29	-0.007004441	0.2077127	-48.19186	0	11.97	4003	0	0	0	1.516745	-0.2806094	1
39554	-140	-139	27	-0.0005528993	0.175858	-48.23024	0	11.97	4002	0	0	0	1.516745	-0.2993183	1
39659	-115	-133	17	-0.03875765	0.1486866	-48.26393	0	11.97	4003	0	0	0	1.516745	-0.3016428	1
39757	-132	-119	1	-0.02174132	0.1865535	-48.29799	0	11.97	4002	0	0	0	1.516745	-0.3042692	1
39843	-135	-119	25	-0.01757447	0.1441745	-48.33161	0	11.97	4004	0	0	0	1.516745	-0.2991743	1
39943	-129	-111	18	-0.02420602	0.1202871	-48.37766	0	11.97	4003	0	0	0	1.516745	-0.2960018	1
40035	-124	-133	17	-0.04196271	0.1272265	-48.4111	0	11.97	4004	0	0	0	1.516745	-0.291691	1
40170	-119	-122	15	-0.02573616	0.1387508	-48.4569	0	11.97	4002	0	0	0	1.516745	-0.2896694	1
40231	-121	-126	23	-0.01975599	0.1366552	-48.46692	0	11.97	4004	0	0	0	1.516745	-0.2834201	1
40379	-130	-122	20	0.0003471926	0.1351801	-48.51124	0	11.97	4004	0	0	0	1.516745	-0.2722023	1
40495	-140	-125	21	0.0006257784	0.1332491	-48.55421	0	11.97	4004	0	0	0	1.516745	-0.2670827	1
40566	-132	-121	18	0.001519415	0.1116988	-48.57728	0	11.97	4004	0	0	0	1.516745	-0.2613227	1
40658	-136	-125	21	-0.003911292	0.09386004	-48.6111	0	11.97	4004	0	0	0	1.516745	-0.2516574	1
40748	-128	-119	22	0.007451985	0.0767991	-48.63477	0	11.97	4004	0	0	0	1.516745	-0.2492042	1
40840	-134	-124	17	0.01259073	0.08467175	-48.66698	0	11.97	4004	0	0	0	1.516745	-0.2525164	1
40923	-131	-126	22	-0.006356744	0.1095872	-48.69976	0	11.97	4003	0	0	0	1.516745	-0.2596842	1
41039	-125	-122	16	-0.01033088	0.1220242	-48.73056	0	11.97	4002	0	0	0	1.516745	-0.2590645	1
41218	-116	-131	22	-0.004272255	0.1224601	-48.78688	0	11.97	4003	0	0	0	1.516745	-0.2479652	1
41257	-120	-124	23	-0.004227101	0.1287631	-48.82033	0	11.97	4003	0	0	0	1.516745	-0.24689	1
41384	-127	-124	24	0.005448028	0.1428024	-48.85434	0	11.97	4003	0	0	0	1.516745	-0.2391929	1
41489	-126	-137	25	0.0178925	0.1196598	-48.88698	0	11.97	4003	0	0	0	1.516745	-0.2393247	1
41575	-119	-128	18	0.01693441	0.1235167	-48.91876	0	11.97	4003	0	0	0	1.516745	-0.2411417	1
41702	-119	-123	15	-0.004219947	0.1267657	-48.9621	0	11.97	4002	0	0	0	1.516745	-0.244089	1
41767	-132	-117	22	-0.01032917	0.1201274	-48.98418	0	11.97	4003	0	0	0	1.516745	-0.2445604	1
41845	-133	-125	17	-0.009148893	0.1176964	-49.00557	0	11.97	4003	0	0	0	1.516745	-0.2455088	1
42016	-126	-120	24	-0.01395768	0.1080761	-49.06189	0	11.97	4003	0	0	0	1.516745	-0.2523447	1
42182	-119	-122	19	0.01154318	0.1006889	-49.11742	0	11.97	4004	0	0	0	1.516745	-0.2581677	1
42270	-120	-125	25	0.008252993	0.1016192	-49.15044	0	11.97	4002	0	0	0	1.516745	-0.2551671	1
42368	-122	-113	16	0.01339402	0.1112109	-49.18192	0	11.97	4003	0	0	0	1.516745	-0.2510761	1
42507	-122	-120	23	0.003258359	0.1085428	-49.22145	0	11.97	4003	0	0	0	1.516745	-0.2433596	1
42560	-123	-121	18	0.005039016	0.1064692	-49.24136	0	11.97	4004	0	0	0	1.516745	-0.2386867	1
42654	-114	-124	16	0.01361244	0.09959838	-49.26293	0	11.97	4004	0	0	0	1.516745	-0.2310923	1
42821	-115	-128	22	0.02953469	0.1022613	-49.3171	0	11.97	4003	0	0	0	1.516745	-0.2296617	1
42920	-118	-122	17	0.02000671	0.09074043	-49.34919	0	11.97	4003	0	0	0	1.516745	-0.2229021	1
42998	-137	-113	18	0.006161434	0.1012977	-49.38239	0	11.97	4003	0	0	0	1.516745	-0.2245654	1
43151	-122	-124	28	0.003933633	0.09972148	-49.42309	0	11.97	4002	0	0	0	1.516745	-0.2455418	1
43227	-124	-121	21	0.01386291	0.112733	-49.45586	0	11.97	4002	0	0	0	1.516745	-0.2532857	1
43344	-116	-127	23	0.02917343	0.1133567	-49.49889	0	11.97	4004	0	0	0	1.516745	-0.2617514	1
43379	-122	-125	20	0.02008546	0.1136653	-49.50959	0	11.97	4003	0	0	0	1.516745	-0.262158	1
43467	-114	-124	18	0.02054045	0.1073077	-49.53049	0	11.97	4003	0	0	0	1.516745	-0.2583332	1
43576	-110	-121	16	0.01758825	0.08832028	-49.57341	0	11.97	4003	0	0	0	1.516745	-0.2557385	1
43643	-116	-116	20	-0.005628813	0.09866825	-49.60502	0	11.97	4003	0	0	0	1.516745	-0.2620755	1
43798	-118	-115	15	0.00323877	0.09152286	-49.64634	0	12.08	4003	0	0	0	1.516745	-0.2733518	1
43864	-126	-123	21	-0.00402689	0.1069922	-49.67844	0	12.08	4002	0	0	0	1.516745	-0.2760281	1
43940	-123	-124	21	-0.006867786	0.118822	-49.69688	0	12.08	4002	0	0	0	1.516745	-0.2780999	1
44106	-122	-118	15	-0.0003400818	0.1266665	-49.73901	0	12.08	4003	0	0	0	1.516745	-0.2835868	1
44202	-117	-120	22	-0.0008543153	0.1201869	-49.7799	0	12.08	4004	0	0	0	1.516745	-0.291183	1
44323	-784	790	-29	0.01367166	1.044448	-49.80385	0	12.08	4002	0	0	0	1.516745	-0.2886939	1
44504	-317	-594	-5276	-9.929431	-1.721123	-38.76119	0	12.08	4002	0	0	0	1.516745	-0.2914948	1
44621	986	1662	-3242	-7.990486	-0.1472303	-27.38989	0	12.08	4003	0	0	0	1.516745	-0.2863321	1
44817	-2054	-1958	2946	2.696693	-6.237324	-24.79912	0	12.08	4002	0	0	0	1.516745	-0.2711243	1
44892	1197	2497	5430	8.103734	-6.547382	-32.34006	0	12.08	4002	0	0	0	1.516745	-0.2712512	1
45051	1269	316	-546	4.69582	-2.065965	-36.41353	0	12.08	4006	0	0	0	1.516745	-0.2790561	1
45236	-401	212	-16	2.018099	0.6176077	-36.30969	0	12.08	4003	0	0	0	1.516745	-0.2640045	1
45357	-58	-200	-52	0.8332038	0.7288681	-36.32663	0	12.08	4002	0	0	0	1.516745	-0.258943	1
45434	-115	-133	36	0.3682047	0.6489403	-36.3811	0	12.08	4004	0	0	0	1.516745	-0.2537238	1
45594	-88	-163	-34	-0.05707237	0.9164343	-36.41313	0	12.08	4003	0	0	0	1.516745	-0.2462827	1
45621	-174	-55	54	-0.08242652	0.9224276	-36.43814	0	12.08	4003	0	0	0	1.516745	-0.2455403	1
45689	-187	-64	54	-0.1553051	0.9188299	-36.44663	0	12.08	4002	0	0	0	1.516745	-0.2442204	1
45863	-118	-109	7	-0.3287609	0.9188221	-36.5005	0	12.08	4003	0	0	0	1.516745	-0.2435663	1
45952	-127	-123	10	-0.3918898	0.9234146	-36.52763	0	12.08	4003	0	0	0	1.516745	-0.2463453	1
46041	-118	-120	14	-0.4212825	0.9369788	-36.55714	0	12.08	4002	0	0	0	1.516745	-0.2536986	1
46150	-116	-111	24	-0.4375863	0.9414161	-36.59729	0	12.08	4002	0	0	0	1.516745	-0.2546187	1
46192	-124	-111	14	-0.4497616	0.9294975	-36.61678	0	12.08	4003	0	0	0	1.516745	-0.256995	1
46233	-124	-111	14	-0.4497616	0.9294975	-36.61678	0	12.08	4003	0	0	0	1.516745	-0.2635022	1
46413	-109	-126	13	-0.4556646	0.9196551	-36.68585	0	12.14	4003	0	0	0	1.516745	-0.279523	1
46496	-128	-121	19	-0.4537181	0.9200498	-36.71396	0	12.14	4003	0	0	0	1.516745	-0.2822258	1
46635	-120	-116	12	-0.4593247	0.8926954	-36.75153	0	12.14	4002	0	0	0	1.516745	-0.2843437	1
46739	-119	-121	14	-0.4692473	0.8962408	-36.77834	0	12.14	4003	0	0	0	1.516745	-0.2970381	1
46814	-116	-116	11	-0.4734166	0.8966439	-36.80491	0	12.14	4004	0	0	0	1.516745	-0.2967896	1
46894	-112	-111	18	-0.4648079	0.8852383	-36.82348	0	12.14	4003	0	0	0	1.516745	-0.294664	1
47100	-114	-108	19	-0.4750618	0.8999737	-36.88189	0	12.14	4002	0	0	0	1.516745	-0.2905481	1
47146	-128	-118	19	-0.4695411	0.8987523	-36.90113	0	12.14	4004	0	0	0	1.516745	-0.2918484	1
47267	-127	-120	16	-0.4454361	0.8961834	-36.92937	0	12.14	4003	0	0	0	1.516745	-0.2823786	1
47405	-114	-113	21	-0.4727433	0.8956723	-36.97898	0	12.14	4002	0	0	0	1.516745	-0.2715468	1
47539	-115	-117	14	-0.4830298	0.9029696	-37.01527	0	12.14	4003	0	0	0	1.516745	-0.2722553	1
47585	-128	-122	16	-0.474418	0.8959047	-37.02473	0	12.14	4002	0	0	0	1.516745	-0.271252	1
47703	-112	-117	11	-0.4832246	0.8941387	-37.07102	0	12.14	4003	0	0	0	1.516745	-0.2664041	1
47860	-131	-122	12	-0.4740518	0.8884881	-37.10749	0	12.14	4004	0	0	0	1.516745	-0.2508132	1
47946	-122	-115	17	-0.4670244	0.8879349	-37.13381	0	12.14	4003	0	0	0	1.516745	-0.2488573	1
48020	-121	-119	14	-0.4616479	0.885056	-37.1613	0	12.14	4002	0	0	0	1.516745	-0.2453693	1
48103	-125	-117	18	-0.4508958	0.8855739	-37.18954	0	12.14	4004	0	0	0	1.516745	-0.2395854	1
48232	-101	-113	18	-0.4556083	0.8815413	-37.21751	0	12.14	4002	0	0	0	1.516745	-0.2334334	1
48300	-115	-110	16	-0.4512877	0.8929851	-37.2439	0	12.14	4003	0	0	0	1.516745	-0.2330289	1
48403	-115	-115	16	-0.4731964	0.8809999	-37.26998	0	12.14	4003	0	0	0	1.516745	-0.2447271	1
48527	-114	-118	16	-0.4640384	0.8756375	-37.30828	0	12.14	4002	0	0	0	1.516745	-0.2562646	1
48573	-128	-112	22	-0.4611968	0.9001513	-37.33406	0	12.14	4003	0	0	0	1.516745	-0.2649945	1
48645	-115	-118	20	-0.4614773	0.8958508	-37.35379	0	12.14	4003	0	0	0	1.516745	-0.2642455	1
48726	-111	-117	15	-0.4579604	0.8785015	-37.37243	0	12.14	4002	0	0	0	1.516745	-0.2592902	1
48818	-108	-118	10	-0.4476921	0.8715926	-37.40011	0	12.14	4004	0	0	0	1.516745	-0.2589389	1
48931	-119	-111	20	-0.4605773	0.8776654	-37.42595	0	12.14	4003	0	0	0	1.516745	-0.2578446	1
49037	-116	-118	12	-0.4685095	0.8847887	-37.46169	0	12.14	4002	0	0	0	1.516745	-0.2622899	1
49215	-110	-115	13	-0.4803693	0.8900714	-37.50739	0	12.14	4002	0	0	0	1.516745	-0.2554183	1
49266	-115	-113	15	-0.4740507	0.8921835	-37.5152	0	12.14	4002	0	0	0	1.516745	-0.252117	1
49407	-107	-116	14	-0.4429678	0.8918501	-37.54964	0	12.14	4002	0	0	0	1.516745	-0.2454754	1
49474	-118	-116	19	-0.4500167	0.8767132	-37.56693	0	12.14	4002	0	0	0	1.516745	-0.2445053	1
49534	-118	-104	17	-0.4487265	0.8629946	-37.58561	0	12.14	4004	0	0	0	1.516745	-0.2445313	1
49640	-108	-117	17	-0.4515396	0.8698252	-37.61488	0	12.14	4002	0	0	0	1.516745	-0.2454466	1
49749	-111	-112	18	-0.432184	0.8723251	-37.65289	0	12.14	4002	0	0	0	1.516745	-0.2447914	1
49839	-116	-111	18	-0.4482897	0.8719071	-37.6813	0	12.14	4003	0	0	0	1.516745	-0.2417633	1
49942	-121	-116	18	-0.4475281	0.8804678	-37.71052	0	12.08	4004	0	0	0	1.516745	-0.2388553	1
50088	-108	-121	19	-0.447573	0.8601689	-37.7468	0	12.08	4003	0	0	0	1.516745	-0.2341686	1
50211	-114	-122	14	-0.441017	0.8654451	-37.79316	0	12.08	4003	0	0	0	1.516745	-0.2411103	1
